1	0	0	1.0658070028513E+00
2	0	0	-1.5732845290239E+01
3	0	1	2.0944396974307E+01
4	0	2	-7.6867707878716E+00
5	0	7	2.6185947787954E+00
6	0	10	-2.8080781148620E+00
7	0	12	1.2053369696517E+00
8	0	23	-8.4566812812502E-03
9	1	2	-1.2654315477714E+00
10	1	6	-1.1524407806681E+00
11	1	15	8.8521043984318E-01
12	1	17	-6.4207765181607E-01
13	2	0	3.8493460186671E-01
14	2	2	-8.5214708824206E-01
15	2	6	4.8972281541877E+00
16	2	7	-3.0502617256965E+00
17	2	22	3.9420536879154E-02
18	2	26	1.2558408424308E-01
19	3	0	-2.7999329698710E-01
20	3	2	1.3899799569460E+00
21	3	4	-2.0189915023570E+00
22	3	16	-8.2147637173963E-03
23	3	26	-4.7596035734923E-01
24	4	0	4.3984074473500E-02
25	4	2	-4.4476435428739E-01
26	4	4	9.0572070719733E-01
27	4	26	7.0522450087967E-01
28	5	1	1.0770512626332E-01
29	5	3	-3.2913623258954E-01
30	5	26	-5.0871062041158E-01
31	6	0	-2.2175400873096E-02
32	6	2	9.4260751665092E-02
33	6	26	1.6436278447961E-01
34	7	2	-1.3503372241348E-02
35	8	26	-1.4834345352472E-02
36	9	2	5.7922953628084E-04
37	9	26	3.2308904703711E-03
38	10	0	8.0964802996215E-05
39	10	1	-1.6557679795037E-04
40	11	26	-4.4923899061815E-05
